customerid,systemloanid,loannumber,loanamount,totaldue,termdays,closeddate,referredby,Convert_creationdate,Convert_approved_date,Convert_firstduedate,Convert_firstrepaiddate,bank_account_type,longitude_gps,latitude_gps,bank_name_clients,employment_status_clients,level_of_education_clients,Age
8a858e3c58537338015864369edf2b32,301873213,2,10000,13000,30,25:27.0,No_referee,4/19/2017 11:05,4/19/2017 12:05,5/19/2017 0:00,5/18/2017 12:10,Savings,3.865053,7.4114577,Skye Bank,Permanent,Unknow,33
8a858e3c58537338015864369edf2b32,301944427,4,15000,18375,30,07:17.0,No_referee,6/20/2017 7:50,6/20/2017 8:50,7/20/2017 0:00,7/20/2017 12:57,Savings,3.865053,7.4114577,Skye Bank,Permanent,Unknow,33
8a858e3c58537338015864369edf2b32,301855391,1,10000,11500,15,23:00.0,No_referee,4/4/2017 20:35,4/4/2017 21:35,4/19/2017 0:00,4/18/2017 17:07,Savings,3.865053,7.4114577,Skye Bank,Permanent,Unknow,33
8a858e3c58537338015864369edf2b32,301912573,3,10000,13000,30,51:31.0,No_referee,5/18/2017 11:34,5/18/2017 12:35,6/19/2017 0:00,6/19/2017 18:41,Savings,3.865053,7.4114577,Skye Bank,Permanent,Unknow,33
8a858e6f5668e01701568dc4c95e13d0,301766213,3,10000,13000,30,20:42.0,No_referee,11/29/2016 7:18,11/29/2016 8:18,12/29/2016 0:00,12/22/2016 11:05,Other,7.473099,10.4518233,FCMB,Permanent,Secondary,35
8a858e6f5668e01701568dc4c95e13d0,301901871,7,30000,39000,60,53:24.0,No_referee,5/11/2017 17:39,5/11/2017 18:39,6/12/2017 0:00,6/12/2017 9:02,Other,7.473099,10.4518233,FCMB,Permanent,Secondary,35
8a858e6f5668e01701568dc4c95e13d0,301865370,6,20000,23800,30,52:08.0,No_referee,4/12/2017 6:30,4/12/2017 7:30,5/12/2017 0:00,5/11/2017 9:36,Other,7.473099,10.4518233,FCMB,Permanent,Secondary,35
8a858e6f5668e01701568dc4c95e13d0,301751693,2,10000,13000,30,46:17.0,No_referee,10/29/2016 15:48,10/29/2016 16:48,11/29/2016 0:00,11/28/2016 12:31,Other,7.473099,10.4518233,FCMB,Permanent,Secondary,35
8a858e6f5668e01701568dc4c95e13d0,301798326,4,20000,23800,30,52:34.0,No_referee,1/21/2017 14:45,1/21/2017 15:46,2/20/2017 0:00,2/18/2017 15:37,Other,7.473099,10.4518233,FCMB,Permanent,Secondary,35
8a858e6f5668e01701568dc4c95e13d0,301826597,5,20000,23800,30,04:23.0,No_referee,2/26/2017 7:10,2/26/2017 8:10,3/28/2017 0:00,3/27/2017 8:49,Other,7.473099,10.4518233,FCMB,Permanent,Secondary,35
8a858e6f5668e01701568dc4c95e13d0,301681607,1,10000,11500,15,58:30.0,No_referee,8/15/2016 10:40,8/15/2016 11:40,8/30/2016 0:00,8/26/2016 9:43,Other,7.473099,10.4518233,FCMB,Permanent,Secondary,35
8a858f565b683b56015b77d6c4b14751,301908504,3,10000,11500,15,45:25.0,8a858ec655f96b320156071dd95b4be0,5/15/2017 19:29,5/15/2017 20:29,5/30/2017 0:00,5/29/2017 21:35,Savings,3.9417821,6.8189162,GT Bank,Permanent,Unknow,34
8a858f565b683b56015b77d6c4b14751,301939011,4,20000,22250,15,06:53.0,8a858ec655f96b320156071dd95b4be0,6/14/2017 19:45,6/14/2017 20:45,6/29/2017 0:00,6/29/2017 22:56,Savings,3.9417821,6.8189162,GT Bank,Permanent,Unknow,34
8a858f565b683b56015b77d6c4b14751,301898243,2,10000,11500,15,00:56.0,8a858ec655f96b320156071dd95b4be0,5/9/2017 20:54,5/9/2017 21:54,5/24/2017 0:00,5/12/2017 21:45,Savings,3.9417821,6.8189162,GT Bank,Permanent,Unknow,34
8a858f565b683b56015b77d6c4b14751,301876287,1,10000,11500,15,10:04.0,8a858ec655f96b320156071dd95b4be0,4/21/2017 20:41,4/21/2017 21:41,5/8/2017 0:00,5/4/2017 23:54,Savings,3.9417821,6.8189162,GT Bank,Permanent,Unknow,34
8a858fbc5cc666c8015cc96695e50338,301953097,1,10000,11500,15,59:53.0,8a85882653bc51f50153d00a923d26cb,6/27/2017 8:00,6/27/2017 9:01,7/12/2017 0:00,7/5/2017 10:49,Savings,5.6907767,5.8877017,Access Bank,Unknown,Unknow,32
8a858fd05bfd7d3c015bfe43473d3c9d,301912447,1,10000,11500,15,35:26.0,No_referee,5/18/2017 8:48,5/18/2017 9:49,6/2/2017 0:00,6/1/2017 9:25,Savings,3.8790631,7.3878505,UBA,Permanent,Unknow,32
8a858fd05bfd7d3c015bfe43473d3c9d,301923699,2,10000,11500,15,41:52.0,No_referee,6/1/2017 8:53,6/1/2017 9:53,6/16/2017 0:00,6/15/2017 10:31,Savings,3.8790631,7.3878505,UBA,Permanent,Unknow,32
8a858fd05bfd7d3c015bfe43473d3c9d,301951467,4,20000,22250,15,21:58.0,No_referee,6/25/2017 15:02,6/25/2017 16:02,7/10/2017 0:00,6/25/2017 16:11,Savings,3.8790631,7.3878505,UBA,Permanent,Unknow,32
8a858fd05bfd7d3c015bfe43473d3c9d,301939530,3,10000,11500,15,33:58.0,No_referee,6/15/2017 9:49,6/15/2017 10:49,6/30/2017 0:00,6/22/2017 19:23,Savings,3.8790631,7.3878505,UBA,Permanent,Unknow,32
8a858e6458625423015864d7a62e6785,301770953,2,10000,11500,15,42:05.0,No_referee,12/8/2016 11:11,12/8/2016 12:11,12/23/2016 0:00,12/18/2016 7:26,Savings,8.5654059,11.9886153,GT Bank,Permanent,Unknow,31
8a858e6458625423015864d7a62e6785,301842636,5,20000,21900,15,59:28.0,No_referee,3/20/2017 17:17,3/20/2017 18:17,4/4/2017 0:00,4/5/2017 0:00,Savings,8.5654059,11.9886153,GT Bank,Permanent,Unknow,31
8a858e6458625423015864d7a62e6785,301759752,1,10000,11500,15,25:09.0,No_referee,11/15/2016 19:03,11/15/2016 20:03,11/30/2016 0:00,11/25/2016 8:09,Savings,8.5654059,11.9886153,GT Bank,Permanent,Unknow,31
8a858e6458625423015864d7a62e6785,301873823,6,20000,21900,15,47:23.0,No_referee,4/19/2017 19:05,4/19/2017 20:05,5/4/2017 0:00,5/4/2017 12:32,Savings,8.5654059,11.9886153,GT Bank,Permanent,Unknow,31
8a858e6458625423015864d7a62e6785,301827406,4,20000,21900,15,55:43.0,No_referee,2/27/2017 13:56,2/27/2017 14:57,3/14/2017 0:00,3/14/2017 0:00,Savings,8.5654059,11.9886153,GT Bank,Permanent,Unknow,31
8a858e6458625423015864d7a62e6785,301805048,3,10000,11500,15,40:53.0,No_referee,1/28/2017 12:47,1/28/2017 13:47,2/13/2017 0:00,2/11/2017 0:00,Savings,8.5654059,11.9886153,GT Bank,Permanent,Unknow,31
8a858e6458625423015864d7a62e6785,301931827,8,25000,28750,30,27:37.0,No_referee,6/8/2017 17:59,6/8/2017 19:00,7/10/2017 0:00,7/10/2017 20:17,Savings,8.5654059,11.9886153,GT Bank,Permanent,Unknow,31
8a858e6458625423015864d7a62e6785,301889523,7,30000,34500,30,35:58.0,No_referee,5/4/2017 12:42,5/4/2017 13:42,6/5/2017 0:00,6/8/2017 17:25,Savings,8.5654059,11.9886153,GT Bank,Permanent,Unknow,31
8a858edc5ceea2e6015ceea77c5c0300,301954747,1,10000,13000,30,58:41.0,8a858fe45cd62cbf015cdfb7b59f05f4,6/28/2017 12:36,6/28/2017 13:37,7/28/2017 0:00,7/11/2017 21:48,Savings,8.3398927,5.0284493,Diamond Bank,Permanent,Unknow,32
8a858f565b683b56015b68bf1d44335d,301948386,2,10000,11500,15,14:07.0,No_referee,6/22/2017 20:49,6/22/2017 21:49,7/7/2017 0:00,7/6/2017 10:03,Savings,3.9701467,7.3515541,First Bank,Unknown,Unknow,32
8a858f565b683b56015b68bf1d44335d,301926196,1,10000,11500,15,50:29.0,No_referee,6/3/2017 14:55,6/3/2017 15:56,6/19/2017 0:00,6/18/2017 12:40,Savings,3.9701467,7.3515541,First Bank,Unknown,Unknow,32
8a858e965b5e1b91015b60d410a170e9,301960393,1,10000,13000,30,01:30.0,No_referee,7/2/2017 21:36,7/2/2017 22:38,8/1/2017 0:00,7/27/2017 12:51,Savings,3.8685527,7.3652424,First Bank,Permanent,Unknow,28
8a858ee55cb156e6015cc16bd9852bb8,301944013,1,10000,13000,30,59:24.0,No_referee,6/19/2017 17:44,6/19/2017 18:45,7/20/2017 0:00,7/20/2017 4:40,Savings,3.8545554,7.3458189,GT Bank,Permanent,Unknow,31
8a858e6f5668e01701567d90922848d5,301894959,9,30000,34500,30,34:33.0,No_referee,5/8/2017 8:04,5/8/2017 9:04,6/7/2017 0:00,6/1/2017 7:24,Other,7.46846,9.0843133,First Bank,Unemployed,Unknow,36
8a858e6f5668e01701567d90922848d5,301790483,2,10000,11500,15,42:48.0,No_referee,1/10/2017 1:09,1/10/2017 2:09,1/25/2017 0:00,1/25/2017 8:27,Other,7.46846,9.0843133,First Bank,Unemployed,Unknow,36
8a858e6f5668e01701567d90922848d5,301827076,5,10000,11500,15,38:45.0,No_referee,2/27/2017 7:17,2/27/2017 8:17,3/14/2017 0:00,3/14/2017 0:13,Other,7.46846,9.0843133,First Bank,Unemployed,Unknow,36
8a858e6f5668e01701567d90922848d5,301850810,7,20000,21900,15,23:57.0,No_referee,3/31/2017 7:35,3/31/2017 8:36,4/17/2017 0:00,4/10/2017 14:08,Other,7.46846,9.0843133,First Bank,Unemployed,Unknow,36
8a858e6f5668e01701567d90922848d5,301837922,6,20000,21900,15,19:14.0,No_referee,3/14/2017 10:56,3/14/2017 11:56,3/29/2017 0:00,3/29/2017 16:04,Other,7.46846,9.0843133,First Bank,Unemployed,Unknow,36
8a858e6f5668e01701567d90922848d5,301862957,8,30000,34400,30,49:34.0,No_referee,4/10/2017 15:01,4/10/2017 16:01,5/10/2017 0:00,5/3/2017 14:34,Other,7.46846,9.0843133,First Bank,Unemployed,Unknow,36
8a858e6f5668e01701567d90922848d5,301801360,3,10000,11500,15,45:10.0,No_referee,1/25/2017 7:52,1/25/2017 8:52,2/9/2017 0:00,2/9/2017 0:21,Other,7.46846,9.0843133,First Bank,Unemployed,Unknow,36
8a858e6f5668e01701567d90922848d5,301923561,10,30000,34500,30,47:12.0,No_referee,6/1/2017 6:37,6/1/2017 7:38,7/3/2017 0:00,7/2/2017 21:37,Other,7.46846,9.0843133,First Bank,Unemployed,Unknow,36
8a858e6f5668e01701567d90922848d5,301780976,1,10000,11500,15,42:42.0,No_referee,12/24/2016 19:55,12/24/2016 20:56,1/10/2017 0:00,1/10/2017 0:22,Other,7.46846,9.0843133,First Bank,Unemployed,Unknow,36
8a858e6f5668e01701567d90922848d5,301813536,4,10000,11500,15,02:38.0,No_referee,2/9/2017 13:19,2/9/2017 14:19,2/24/2017 0:00,2/24/2017 0:31,Other,7.46846,9.0843133,First Bank,Unemployed,Unknow,36
8a858e0f5c45466f015c541a01a868a1,301921054,1,10000,13000,30,40:01.0,No_referee,5/29/2017 12:23,5/29/2017 13:23,6/28/2017 0:00,7/26/2017 19:29,Savings,3.3796479,6.5892854,Zenith Bank,Permanent,Unknow,39
8a858f385b866e4f015b86abb1173999,301887456,2,10000,13000,30,14:16.0,No_referee,5/2/2017 16:48,5/2/2017 17:48,6/1/2017 0:00,6/5/2017 18:04,Savings,3.3573216,6.6638759,FCMB,Permanent,Unknow,23
8a858f385b866e4f015b86abb1173999,301928275,3,10000,13000,30,01:38.0,No_referee,6/5/2017 22:28,6/5/2017 23:28,7/5/2017 0:00,7/3/2017 15:51,Savings,3.3573216,6.6638759,FCMB,Permanent,Unknow,23
8a858f385b866e4f015b86abb1173999,301873529,1,10000,11500,15,11:26.0,No_referee,4/19/2017 15:15,4/19/2017 16:15,5/4/2017 0:00,5/2/2017 16:56,Savings,3.3573216,6.6638759,FCMB,Permanent,Unknow,23
8a858fd85b685607015b6cf937f232be,301928467,3,10000,13000,30,44:43.0,8a858fd3552c756201554516fae7359e,6/6/2017 7:25,6/6/2017 8:25,7/6/2017 0:00,7/6/2017 9:34,Savings,3.5547361,6.4339023,GT Bank,Permanent,Unknow,32
8a858fd85b685607015b6cf937f232be,301874244,1,10000,11500,15,44:08.0,8a858fd3552c756201554516fae7359e,4/20/2017 8:24,4/20/2017 9:24,5/8/2017 0:00,5/9/2017 15:29,Savings,3.5547361,6.4339023,GT Bank,Permanent,Unknow,32
8a858fd85b685607015b6cf937f232be,301914729,2,10000,11500,15,27:29.0,8a858fd3552c756201554516fae7359e,5/21/2017 11:06,5/21/2017 12:06,6/5/2017 0:00,6/2/2017 0:00,Savings,3.5547361,6.4339023,GT Bank,Permanent,Unknow,32
8a858e1a59cbf7460159cfa0e079219d,301865321,3,10000,13000,30,09:24.0,No_referee,4/12/2017 5:11,4/12/2017 6:11,5/12/2017 0:00,4/29/2017 8:54,Savings,3.3352713,6.5231723,Access Bank,Permanent,Unknow,30
8a858e1a59cbf7460159cfa0e079219d,301800492,1,10000,13000,30,47:23.0,No_referee,1/24/2017 9:14,1/24/2017 10:14,2/23/2017 0:00,2/22/2017 19:32,Savings,3.3352713,6.5231723,Access Bank,Permanent,Unknow,30
8a858e1a59cbf7460159cfa0e079219d,301826365,2,10000,13000,30,41:13.0,No_referee,2/25/2017 16:35,2/25/2017 17:35,3/27/2017 0:00,4/5/2017 15:26,Savings,3.3352713,6.5231723,Access Bank,Permanent,Unknow,30
8a858e1a59cbf7460159cfa0e079219d,301927377,4,10000,13000,30,54:55.0,No_referee,6/5/2017 8:15,6/5/2017 9:15,7/5/2017 0:00,6/28/2017 6:44,Savings,3.3352713,6.5231723,Access Bank,Permanent,Unknow,30
8a85881a5420ebf101543716beee1039,301627095,2,10000,13000,30,18:20.0,No_referee,6/2/2016 1:41,6/2/2016 2:41,7/4/2016 0:00,7/3/2016 14:03,Current,6.9801433,4.8582723,Fidelity Bank,Permanent,Unknow,32
8a85881a5420ebf101543716beee1039,301809342,4,20000,23800,30,55:52.0,No_referee,2/3/2017 14:44,2/3/2017 15:44,3/6/2017 0:00,2/23/2017 16:40,Current,6.9801433,4.8582723,Fidelity Bank,Permanent,Unknow,32
8a85881a5420ebf101543716beee1039,301644413,3,10000,13000,30,18:37.0,No_referee,7/5/2016 6:51,7/5/2016 20:12,8/4/2016 0:00,8/3/2016 0:00,Current,6.9801433,4.8582723,Fidelity Bank,Permanent,Unknow,32
8a85881a5420ebf101543716beee1039,301828940,5,20000,23800,30,20:26.0,No_referee,3/1/2017 11:45,3/1/2017 12:45,3/31/2017 0:00,3/26/2017 6:05,Current,6.9801433,4.8582723,Fidelity Bank,Permanent,Unknow,32
8a85881a5420ebf101543716beee1039,301612841,1,10000,13000,30,04:59.0,No_referee,4/21/2016 4:42,4/21/2016 5:43,5/23/2016 0:00,5/16/2016 17:06,Current,6.9801433,4.8582723,Fidelity Bank,Permanent,Unknow,32
8a85881a5420ebf101543716beee1039,301888577,6,30000,36800,60,43:55.0,No_referee,5/3/2017 16:00,5/3/2017 17:00,6/5/2017 0:00,5/19/2017 4:25,Current,6.9801433,4.8582723,Fidelity Bank,Permanent,Unknow,32
8a858e44573d4b3701574dcc81ef0120,301844244,4,20000,23800,30,46:14.0,No_referee,3/22/2017 15:19,3/22/2017 16:19,4/21/2017 0:00,4/21/2017 8:31,Other,7.706033,5.1771516,First Bank,Self-Employed,Unknow,41
8a858e44573d4b3701574dcc81ef0120,301875380,5,20000,23800,30,43:52.0,No_referee,4/21/2017 7:53,4/21/2017 8:53,5/22/2017 0:00,5/22/2017 13:28,Other,7.706033,5.1771516,First Bank,Self-Employed,Unknow,41
8a858e44573d4b3701574dcc81ef0120,301915636,6,20000,24500,30,26:11.0,No_referee,5/22/2017 15:59,5/22/2017 16:59,6/21/2017 0:00,6/19/2017 15:16,Other,7.706033,5.1771516,First Bank,Self-Employed,Unknow,41
8a858e44573d4b3701574dcc81ef0120,301943984,7,30000,34500,30,38:57.0,No_referee,6/19/2017 17:22,6/19/2017 18:22,7/19/2017 0:00,7/19/2017 13:28,Other,7.706033,5.1771516,First Bank,Self-Employed,Unknow,41
8a858e44573d4b3701574dcc81ef0120,301797857,2,10000,13000,30,52:56.0,No_referee,1/20/2017 18:39,1/20/2017 19:39,2/20/2017 0:00,2/18/2017 8:37,Other,7.706033,5.1771516,First Bank,Self-Employed,Unknow,41
8a858e44573d4b3701574dcc81ef0120,301823848,3,10000,13000,30,39:08.0,No_referee,2/22/2017 6:34,2/22/2017 7:34,3/24/2017 0:00,3/22/2017 15:23,Other,7.706033,5.1771516,First Bank,Self-Employed,Unknow,41
8a858e44573d4b3701574dcc81ef0120,301778252,1,10000,13000,30,56:50.0,No_referee,12/21/2016 15:54,12/21/2016 18:59,1/20/2017 0:00,1/18/2017 9:41,Other,7.706033,5.1771516,First Bank,Self-Employed,Unknow,41
8a858e69566ae5b801568eb3041a121a,301706753,2,10000,13000,30,24:10.0,No_referee,9/5/2016 22:33,9/5/2016 23:33,10/5/2016 0:00,10/14/2016 10:09,Other,3.2839854,6.4686036,First Bank,Permanent,Unknow,57
8a858e69566ae5b801568eb3041a121a,301838700,4,20000,23800,30,11:54.0,No_referee,3/15/2017 10:50,3/15/2017 11:51,4/14/2017 0:00,4/10/2017 16:56,Other,3.2839854,6.4686036,First Bank,Permanent,Unknow,57
8a858e69566ae5b801568eb3041a121a,301866080,5,20000,23800,30,35:52.0,No_referee,4/12/2017 15:09,4/12/2017 16:09,5/12/2017 0:00,5/5/2017 14:20,Other,3.2839854,6.4686036,First Bank,Permanent,Unknow,57
8a858e69566ae5b801568eb3041a121a,301814126,3,10000,13000,30,08:26.0,No_referee,2/10/2017 9:38,2/10/2017 10:38,3/13/2017 0:00,3/13/2017 8:53,Other,3.2839854,6.4686036,First Bank,Permanent,Unknow,57
8a858e69566ae5b801568eb3041a121a,301927331,7,30000,34500,30,15:06.0,No_referee,6/5/2017 7:31,6/5/2017 8:31,7/5/2017 0:00,7/5/2017 11:04,Other,3.2839854,6.4686036,First Bank,Permanent,Unknow,57
8a858e69566ae5b801568eb3041a121a,301683224,1,10000,11500,15,47:39.0,No_referee,8/16/2016 12:04,8/16/2016 13:04,8/31/2016 0:00,8/31/2016 12:31,Other,3.2839854,6.4686036,First Bank,Permanent,Unknow,57
8a858e69566ae5b801568eb3041a121a,301891250,6,20000,24500,30,48:14.0,No_referee,5/5/2017 13:36,5/5/2017 14:36,6/5/2017 0:00,6/4/2017 8:38,Other,3.2839854,6.4686036,First Bank,Permanent,Unknow,57
8a858ee45b39aa80015b3d8b581e6281,301871411,1,10000,11500,15,41:37.0,No_referee,4/17/2017 18:36,4/17/2017 19:36,5/2/2017 0:00,4/25/2017 11:26,Savings,3.598375,6.502705,GT Bank,Permanent,Unknow,31
8a858ee45b39aa80015b3d8b581e6281,301892167,2,10000,11500,15,37:46.0,No_referee,5/6/2017 6:31,5/6/2017 7:31,5/22/2017 0:00,5/18/2017 15:22,Savings,3.598375,6.502705,GT Bank,Permanent,Unknow,31
8a858ee45b39aa80015b3d8b581e6281,301922630,3,10000,11500,15,40:22.0,No_referee,5/31/2017 8:01,5/31/2017 9:01,6/15/2017 0:00,6/22/2017 20:30,Savings,3.598375,6.502705,GT Bank,Permanent,Unknow,31
8a858f595d1387e8015d149bd8e57256,301965847,1,10000,11500,15,29:14.0,8a858f055d0e3d8c015d0fecbb167722,7/6/2017 5:24,7/6/2017 6:25,7/24/2017 0:00,7/24/2017 5:43,Savings,3.5785192,6.4871591,GT Bank,Permanent,Unknow,36
8a858ff35c63d750015c6939de7f2388,301925236,1,10000,11500,15,14:54.0,No_referee,6/2/2017 16:42,6/2/2017 17:42,6/19/2017 0:00,7/18/2017 20:04,Savings,3.3303,6.6338533,GT Bank,Unknown,Unknow,39
8a858e625c8d993a015c944701ea0746,301961814,1,10000,11500,15,12:58.0,No_referee,7/3/2017 17:23,7/3/2017 18:24,7/20/2017 0:00,7/7/2017 11:02,Savings,3.9147133,7.4566833,First Bank,Unknown,Unknow,36
8a85881053bc33670153c79e8e84571a,301605488,1,5000,6500,30,04:06.0,No_referee,3/30/2016 13:12,3/30/2016 14:12,4/29/2016 0:00,4/28/2016 21:34,Savings,3.8638405,7.4422284,First Bank,Permanent,Graduate,35
8a858e79568ec7de0156931b1c6d3ab0,301922362,3,10000,13000,30,55:21.0,No_referee,5/30/2017 20:53,5/30/2017 21:53,6/29/2017 0:00,6/24/2017 14:45,Savings,4.596787,8.4438462,GT Bank,Permanent,Unknow,35
8a858e79568ec7de0156931b1c6d3ab0,301847162,1,10000,13000,30,30:44.0,No_referee,3/26/2017 20:10,3/26/2017 21:10,4/25/2017 0:00,4/24/2017 13:15,Savings,4.596787,8.4438462,GT Bank,Permanent,Unknow,35
8a858e79568ec7de0156931b1c6d3ab0,301950539,4,10000,13000,30,21:43.0,No_referee,6/24/2017 14:02,6/24/2017 15:02,7/24/2017 0:00,7/21/2017 10:11,Savings,4.596787,8.4438462,GT Bank,Permanent,Unknow,35
8a858e79568ec7de0156931b1c6d3ab0,301878646,2,10000,13000,30,23:36.0,No_referee,4/24/2017 12:33,4/24/2017 13:33,5/24/2017 0:00,5/30/2017 21:13,Savings,4.596787,8.4438462,GT Bank,Permanent,Unknow,35
8a858f5f55f9698c0156028d5ba328e7,301839472,8,30000,34400,30,20:07.0,No_referee,3/16/2017 10:59,3/16/2017 11:59,4/17/2017 0:00,4/17/2017 1:43,Other,3.3512421,6.5718792,Diamond Bank,Permanent,Unknow,30
8a858f5f55f9698c0156028d5ba328e7,301825622,7,30000,34400,30,30:52.0,No_referee,2/24/2017 13:17,2/24/2017 14:17,3/27/2017 0:00,3/6/2017 21:15,Other,3.3512421,6.5718792,Diamond Bank,Permanent,Unknow,30
8a858f5f55f9698c0156028d5ba328e7,301761261,4,20000,21900,15,17:38.0,No_referee,11/18/2016 13:18,11/18/2016 14:19,12/5/2016 0:00,12/2/2016 14:02,Other,3.3512421,6.5718792,Diamond Bank,Permanent,Unknow,30
8a858f5f55f9698c0156028d5ba328e7,301656420,1,10000,11500,15,50:41.0,No_referee,7/20/2016 10:40,7/20/2016 11:40,8/4/2016 0:00,8/4/2016 18:35,Other,3.3512421,6.5718792,Diamond Bank,Permanent,Unknow,30
8a858f5f55f9698c0156028d5ba328e7,301874033,9,30000,34400,30,11:27.0,No_referee,4/20/2017 1:34,4/20/2017 2:34,5/22/2017 0:00,5/22/2017 13:56,Other,3.3512421,6.5718792,Diamond Bank,Permanent,Unknow,30
8a858f5f55f9698c0156028d5ba328e7,301776966,5,20000,21900,15,31:01.0,No_referee,12/20/2016 9:57,12/20/2016 18:35,1/4/2017 0:00,12/21/2016 14:15,Other,3.3512421,6.5718792,Diamond Bank,Permanent,Unknow,30
8a858f5f55f9698c0156028d5ba328e7,301935085,11,40000,44000,30,26:46.0,No_referee,6/11/2017 17:27,6/11/2017 18:28,7/11/2017 0:00,6/29/2017 21:16,Other,3.3512421,6.5718792,Diamond Bank,Permanent,Unknow,30
8a858f5f55f9698c0156028d5ba328e7,301750061,3,20000,22250,15,20:46.0,No_referee,10/26/2016 12:58,10/26/2016 13:58,11/10/2016 0:00,11/9/2016 19:05,Other,3.3512421,6.5718792,Diamond Bank,Permanent,Unknow,30
8a858f5f55f9698c0156028d5ba328e7,301915545,10,40000,44000,30,44:05.0,No_referee,5/22/2017 14:10,5/22/2017 15:10,6/21/2017 0:00,6/1/2017 6:33,Other,3.3512421,6.5718792,Diamond Bank,Permanent,Unknow,30
8a858f5f55f9698c0156028d5ba328e7,301684439,2,10000,11500,15,02:43.0,No_referee,8/17/2016 12:49,8/17/2016 13:49,9/1/2016 0:00,9/1/2016 14:47,Other,3.3512421,6.5718792,Diamond Bank,Permanent,Unknow,30
8a858f5f55f9698c0156028d5ba328e7,301792700,6,30000,34400,30,51:39.0,No_referee,1/13/2017 10:57,1/13/2017 11:57,2/13/2017 0:00,1/27/2017 17:36,Other,3.3512421,6.5718792,Diamond Bank,Permanent,Unknow,30
8a8588f754a058cb0154bb6c773d1bbb,301643840,3,10000,11500,15,04:47.0,No_referee,7/4/2016 13:57,7/4/2016 14:57,7/19/2016 0:00,7/29/2016 13:49,Other,3.2861868,6.6844827,Access Bank,Permanent,Graduate,46
8a8588f754a058cb0154bb6c773d1bbb,301789858,7,20000,23800,30,15:45.0,No_referee,1/9/2017 8:59,1/9/2017 9:59,2/8/2017 0:00,1/11/2017 22:00,Other,3.2861868,6.6844827,Access Bank,Permanent,Graduate,46
8a8588f754a058cb0154bb6c773d1bbb,301883907,8,20000,23800,30,27:21.0,No_referee,4/28/2017 20:00,4/28/2017 21:00,5/30/2017 0:00,6/4/2017 22:17,Other,3.2861868,6.6844827,Access Bank,Permanent,Graduate,46
8a8588f754a058cb0154bb6c773d1bbb,301631809,2,10000,11500,15,48:01.0,No_referee,6/13/2016 0:19,6/13/2016 1:19,6/28/2016 0:00,6/29/2016 22:32,Other,3.2861868,6.6844827,Access Bank,Permanent,Graduate,46
8a8588f754a058cb0154bb6c773d1bbb,301621473,1,10000,11500,15,02:53.0,No_referee,5/16/2016 21:30,5/16/2016 22:30,5/31/2016 0:00,6/1/2016 9:41,Other,3.2861868,6.6844827,Access Bank,Permanent,Graduate,46
8a8588f754a058cb0154bb6c773d1bbb,301739741,5,20000,24500,30,14:58.0,No_referee,10/8/2016 12:37,10/8/2016 13:37,11/7/2016 0:00,11/21/2016 17:59,Other,3.2861868,6.6844827,Access Bank,Permanent,Graduate,46
8a8588f754a058cb0154bb6c773d1bbb,301770059,6,20000,23800,30,35:24.0,No_referee,12/6/2016 12:50,12/6/2016 13:50,1/5/2017 0:00,12/29/2016 12:20,Other,3.2861868,6.6844827,Access Bank,Permanent,Graduate,46
8a8588f754a058cb0154bb6c773d1bbb,301931720,9,20000,24500,30,06:15.0,No_referee,6/8/2017 16:29,6/8/2017 17:29,7/10/2017 0:00,7/3/2017 22:56,Other,3.2861868,6.6844827,Access Bank,Permanent,Graduate,46
8a8588f754a058cb0154bb6c773d1bbb,301718612,4,20000,24500,30,18:37.0,No_referee,9/17/2016 8:13,9/17/2016 9:14,10/17/2016 0:00,9/29/2016 19:03,Other,3.2861868,6.6844827,Access Bank,Permanent,Graduate,46
8a858e245a4f0e47015a5adda94f4429,301866600,4,20000,23800,30,48:31.0,No_referee,4/13/2017 5:04,4/13/2017 6:04,5/15/2017 0:00,5/13/2017 10:33,Savings,3.3333825,6.6588097,UBA,Unknown,Unknow,38
8a858e245a4f0e47015a5adda94f4429,301907731,5,20000,24500,30,58:50.0,No_referee,5/15/2017 12:42,5/15/2017 13:42,6/14/2017 0:00,6/13/2017 15:48,Savings,3.3333825,6.6588097,UBA,Unknown,Unknow,38
8a858e245a4f0e47015a5adda94f4429,301831964,2,10000,13000,30,12:01.0,No_referee,3/5/2017 18:48,3/5/2017 19:48,4/4/2017 0:00,3/31/2017 11:56,Savings,3.3333825,6.6588097,UBA,Unknown,Unknow,38
8a858e245a4f0e47015a5adda94f4429,301822265,1,10000,11500,15,11:23.0,No_referee,2/20/2017 10:21,2/20/2017 11:21,3/8/2017 0:00,3/5/2017 15:56,Savings,3.3333825,6.6588097,UBA,Unknown,Unknow,38
8a858e245a4f0e47015a5adda94f4429,301851011,3,10000,11500,15,17:16.0,No_referee,3/31/2017 11:15,3/31/2017 12:16,4/17/2017 0:00,4/12/2017 13:02,Savings,3.3333825,6.6588097,UBA,Unknown,Unknow,38
8a858e245a4f0e47015a5adda94f4429,301937686,6,20000,24500,30,33:11.0,No_referee,6/13/2017 19:11,6/13/2017 20:12,7/13/2017 0:00,7/10/2017 19:23,Savings,3.3333825,6.6588097,UBA,Unknown,Unknow,38
